plant,pollinator,n,n_inat
Sagittaria latifolia,Panoquina ocola,1,1
Sagittaria latifolia,Parhelophilus integer,1,1
Sagittaria latifolia,Parhelophilus rex,1,1
Sagittaria latifolia,Phormia regina,1,0
Sagittaria latifolia,Polistes fuscatus,1,0
Sagittaria latifolia,Sphecodes illinoensis,1,0
Sagittaria latifolia,Strangalia famelica,1,0
Sagittaria latifolia,Toxomerus boscii,1,1
Sagittaria latifolia,Toxomerus geminatus,3,3
Sagittaria latifolia,Toxomerus marginatus,2,2
Sagittaria latifolia,Typocerus lugubris,1,0
Sairocarpus coulterianus,Apis mellifera,3,3
Sairocarpus coulterianus,Bombus melanopygus,3,3
Sairocarpus coulterianus,Hyles lineata,1,1
Sairocarpus multiflorus,Bombus crotchii,1,0
Sairocarpus nuttallianus,Allograpta exotica,1,1
Sairocarpus nuttallianus,Anthidium maculosum,1,1
Sairocarpus nuttallianus,Anthophora californica,4,4
Sairocarpus nuttallianus,Anthophora urbana,2,2
Sairocarpus nuttallianus,Augochlorella pomoniella,3,3
Sairocarpus nuttallianus,Bombus,3,3
Sairocarpus nuttallianus,Bombus californicus,3,3
Sairocarpus nuttallianus,Bombus melanopygus,1,1
Sairocarpus nuttallianus,Bombus sonorus,2,2
Sairocarpus nuttallianus,Bombus vosnesenskii,37,37
Sairocarpus nuttallianus,Eupeodes volucris,1,1
Sairocarpus nuttallianus,Halictus tripartitus,1,1
Sairocarpus nuttallianus,Lon melane,1,1
Sairocarpus vexillocalyculatus,Bombus californicus,1,1
Sairocarpus vexillocalyculatus,Ochlodes agricola,1,1
Salicornia pacifica,Brephidium exilis,4,4
Salicornia pacifica,Polistes dominula,2,2
Salix bebbiana,Antheraea polyphemus,1,1
Salix bebbiana,Diploschizia impigritella,1,1
Salix bebbiana,Nymphalis antiopa,1,1
Salix candida,Ceratina strenua,1,1
Salix caroliniana,Alypia wittfeldii,2,2
Salix caroliniana,Apis mellifera,3,3
Salix caroliniana,Colletes thoracicus,1,1
Salix caroliniana,Dryas iulia,1,1
Salix caroliniana,Junonia coenia,1,1
Salix caroliniana,Limenitis archippus,1,1
Salix caroliniana,Polistes dorsalis,1,1
Salix caroliniana,Syntomeida ipomoeae,1,1
Salix caroliniana,Technomyrmex difficilis,1,1
Salix caroliniana,Utetheisa ornatrix,1,1
Salix caroliniana,Zethus slossonae,1,1
Salix commutata,Bombus bifarius,3,0
Salix commutata,Bombus melanopygus,4,0
Salix discolor,Andrena clarkella,1,1
Salix discolor,Andrena dunningi,2,2
Salix discolor,Andrena erythrogaster,1,1
Salix discolor,Andrena frigida,1,1
Salix discolor,Andrena mariae,3,3
Salix discolor,Andrena miserabilis,4,4
Salix discolor,Andrena vicina,5,5
Salix discolor,Apis mellifera,11,11
Salix discolor,Augochlora pura,2,2
Salix discolor,Bibio femoratus,1,1
Salix discolor,Bombus bimaculatus,8,8
Salix discolor,Bombus fervidus,1,1
Salix discolor,Bombus griseocollis,3,3
Salix discolor,Bombus impatiens,3,3
Salix discolor,Bombus perplexus,1,1
Salix discolor,Bombus ternarius,10,9
Salix discolor,Bombus terricola,3,2
Salix discolor,Colletes inaequalis,20,20
Salix discolor,Cynomya cadaverina,1,1
Salix discolor,Eristalinus aeneus,1,1
Salix discolor,Eristalis dimidiata,7,7
Salix discolor,Eristalis flavipes,1,1
Salix discolor,Eumenes fraternus,1,1
Salix discolor,Halictus rubicundus,3,3
Salix discolor,Harmonia axyridis,2,2
Salix discolor,Helophilus fasciatus,4,4
Salix discolor,Lasioglossum cinctipes,2,2
Salix discolor,Lasioglossum coeruleum,2,2
Salix discolor,Limenitis archippus,2,2
Salix discolor,Nomada gracilis,1,1
Salix discolor,Nymphalis antiopa,2,2
Salix discolor,Osmia caerulescens,1,1
Salix discolor,Polistes dominula,2,2
Salix discolor,Polistes fuscatus,4,4
Salix discolor,Polygonia comma,1,1
Salix discolor,Psychomorpha epimenis,1,1
Salix discolor,Vanessa atalanta,2,2
Salix discolor,Vanessa cardui,1,1
Salix discolor,Xylocopa virginica,4,4
Salix eriocephala,Andrena clarkella,3,3
Salix eriocephala,Andrena erythrogaster,3,3
Salix eriocephala,Bombus bimaculatus,1,1
Salix eriocephala,Calligrapha multipunctata,1,1
Salix eriocephala,Halysidota tessellaris,1,1
Salix eriocephala,Hyphantria cunea,3,3
Salix eriocephala,Popillia japonica,1,1
Salix eriocephala,Rabdophaga strobiloides,3,3
Salix exigua,Apis mellifera,2,2
Salix exigua,Bombus griseocollis,1,0
Salix exigua,Nymphalis antiopa,2,2
Salix gooddingii,Apis mellifera,1,1
Salix gooddingii,Coccinella septempunctata,1,1
Salix gooddingii,Copestylum avidum,1,1
Salix gooddingii,Pachybrachis bivittatus,1,1
Salix gooddingii,Plagiodera arizonae,1,1
Salix hookeriana,Brachypalpus alopex,1,1
Salix hookeriana,Dolichovespula maculata,2,2
Salix hookeriana,Malacosoma disstria,1,1
Salix humilis,Andrena miserabilis,1,0
Salix humilis,Anoplodera pubera,1,0
Salix humilis,Anthrenus verbasci,1,1
Salix humilis,Apis mellifera,4,4
Salix humilis,Bombus bimaculatus,7,7
Salix humilis,Bombus impatiens,1,1
Salix humilis,Centrinites strigicollis,1,0
Salix humilis,Ceropales robinsonii,1,0
Salix humilis,Colletes inaequalis,8,8
Salix humilis,Eristalis dimidiata,1,1
Salix humilis,Euodynerus bidens,1,1
Salix humilis,Habropoda laboriosa,2,2
Salix humilis,Hemipenthes sinuosus,1,0
Salix humilis,Incisalia niphon,3,3
Salix humilis,Osmia cornifrons,1,1
Salix humilis,Osmia lignaria,6,6
Salix humilis,Pachodynerus erynnis,1,1
Salix humilis,Pipiza femoralis,1,0
Salix humilis,Prenolepis imparis,1,1
Salix humilis,Prochyliza xanthostoma,1,1
Salix humilis,Schreckensteinia festaliella,1,1
Salix humilis,Tachytes chrysopyga,1,0
Salix humilis,Toxomerus politus,1,0
Salix humilis,Vanessa atalanta,1,0
Salix humilis,Xylocopa micans,2,2
Salix humilis,Xylocopa virginica,6,6
Salix interior,Andrena crataegi,1,1
Salix interior,Andrena erythrogaster,1,1
Salix interior,Andrena integra,1,1
Salix interior,Andrena mariae,4,4
Salix interior,Atalantycha bilineata,1,1
Salix interior,Augochlorella aurata,1,1
Salix interior,Glyptobaris lecontei,1,1
Salix interior,Halictus ligatus,1,1
Salix interior,Hippodamia variegata,1,1
Salix interior,Hylaeus mesillae,2,2
Salix interior,Hylaeus modestus,1,1
Salix interior,Lasioglossum pilosum,1,1
Salix interior,Leucospis affinis,1,1
Salix interior,Melissodes bimaculatus,1,1
Salix interior,Orgyia leucostigma,1,1
Salix interior,Pachybrachis bivittatus,3,3
Salix interior,Perdita maculigera,2,2
Salix interior,Vespula maculifrons,1,1
Salix laevigata,Incisalia irioides,1,1
Salix lasiolepis,Andrena cerasifolii,7,7
Salix lasiolepis,Annaphila arvalis,1,1
Salix lasiolepis,Annaphila depicta,1,1
Salix lasiolepis,Anthocharis sara,1,1
Salix lasiolepis,Apis mellifera,3,3
Salix lasiolepis,Bombus vosnesenskii,2,2
Salix lasiolepis,Callophrys dumetorum,3,3
Salix lasiolepis,Calypte anna,1,1
Salix lasiolepis,Dasyfidonia avuncularia,1,1
Salix lasiolepis,Epirrhoe plebeculata,2,2
Salix lasiolepis,Incisalia irioides,1,1
Salix lasiolepis,Limenitis lorquini,2,2
Salix lasiolepis,Liometopum occidentale,1,1
Salix lasiolepis,Nymphalis californica,3,3
Salix lasiolepis,Polygonia satyrus,1,1
Salix nigra,Andrena pruni,1,0
Salix nigra,Anthrenus castaneae,1,0
Salix nigra,Apis mellifera,6,6
Salix nigra,Bombus bimaculatus,1,1
Salix nigra,Bombus griseocollis,3,3
Salix nigra,Centrinites strigicollis,1,0
Salix nigra,Chaetochlorops inquilinus,1,0
Salix nigra,Chalcosyrphus nemorum,1,0
Salix nigra,Exoprosopa decora,1,0
Salix nigra,Helophilus latifrons,1,0
Salix nigra,Limenitis archippus,1,1
Salix nigra,Meromyza americana,1,0
Salix nigra,Metacmaeops vittata,1,0
Salix nigra,Molorchus bimaculatus,1,1
Salix nigra,Myrmosa unicolor,1,0
Salix nigra,Osmia lignaria,1,0
Salix nigra,Phormia regina,1,0
Salix nigra,Photinus pyralis,1,0
Salix nigra,Physocephala texana,1,0
Salix nigra,Polygonia interrogationis,1,1
Salix nigra,Sapyga centrata,1,0
Salix nigra,Sphecodes dichrous,1,0
Salix nigra,Toxomerus politus,3,3
Salix nigra,Triepeolus cressonii,1,0
Salix planifolia,Bombus mixtus,1,0
Salix scouleriana,Bombus occidentalis,1,1
Salix scouleriana,Bombus sitkensis,1,1
Salix scouleriana,Empis barbatoides,1,1
Salix scouleriana,Papilio rutulus,3,3
Salix sitchensis,Apis mellifera,1,1
Salix sitchensis,Epalpus signifer,2,2
Salix sitchensis,Halictus rubicundus,1,1
Salix sitchensis,Pollenia vagabunda,1,1
Salix uva-ursi,Bombus sandersoni,2,2
Salpichroa origanifolia,Apis mellifera,4,4
Salpichroa origanifolia,Bombus melanopygus,2,2
Salpichroa origanifolia,Hylephila phyleus,1,1
Salpichroa origanifolia,Xylocopa tabaniformis,1,1
Salsola australis,Brephidium exilis,2,2
Salsola australis,Pieris rapae,1,1
Salsola tragus,Brephidium exilis,5,5
Salsola tragus,Diabrotica undecimpunctata,1,1
Salsola tragus,Hippodamia convergens,2,2
Salsola tragus,Hippodamia tredecimpunctata,1,1
Salsola tragus,Hyles lineata,1,1
Salsola tragus,Junonia coenia,1,1
Salsola tragus,Polistes aurifer,1,1
Salsola tragus,Schinia tertia,1,1
Salsola tragus,Spoladea recurvalis,1,1
Salvia apiana,Apis mellifera,12,12
Salvia apiana,Archilochus alexandri,2,2
Salvia apiana,Bombus californicus,12,12
Salvia apiana,Bombus crotchii,13,9
Salvia apiana,Bombus fervidus,7,0
Salvia apiana,Bombus melanopygus,10,5
Salvia apiana,Bombus pensylvanicus,1,0
Salvia apiana,Bombus sonorus,8,8
Salvia apiana,Bombus vosnesenskii,67,54
Salvia apiana,Calypte anna,3,3
Salvia apiana,Calypte costae,2,2
Salvia apiana,Cycloneda sanguinea,1,1
Salvia apiana,Epargyreus clarus,1,1
Salvia apiana,Halictus tripartitus,2,2
Salvia apiana,Hylephila phyleus,1,1
Salvia apiana,Lasioglossum ovaliceps,1,1
Salvia apiana,Lytta nitidicollis,1,1
Salvia apiana,Papilio eurymedon,1,1
Salvia apiana,Pelochrista eburata,1,1
Salvia apiana,Polistes dominula,1,1
Salvia apiana,Xylocopa californica,4,4
Salvia apiana,Xylocopa sonorina,6,6
Salvia apiana,Xylocopa tabaniformis,1,1
Salvia arizonica,Piruna polingii,1,1
Salvia azurea,Agapostemon virescens,1,1
Salvia azurea,Anthidium manicatum,5,5
Salvia azurea,Anthophora terminalis,3,3
Salvia azurea,Anthophora walshii,3,3
Salvia azurea,Apis mellifera,3,3
Salvia azurea,Archilochus colubris,3,3
Salvia azurea,Atrytone arogos,3,3
Salvia azurea,Augochlora pura,1,1
Salvia azurea,Bombus,1,1
Salvia azurea,Bombus affinis,2,2
Salvia azurea,Bombus auricomus,8,0
Salvia azurea,Bombus bimaculatus,1,1
Salvia azurea,Bombus fervidus,4,3
Salvia azurea,Bombus fraternus,6,2
Salvia azurea,Bombus griseocollis,15,6
Salvia azurea,Bombus huntii,1,0
Salvia azurea,Bombus impatiens,87,31
Salvia azurea,Bombus occidentalis,1,0
Salvia azurea,Bombus pensylvanicus,202,15
Salvia azurea,Caupolicana electa,1,1
Salvia azurea,Cerceris insolita,1,1
Salvia azurea,Chrysodeixis includens,1,1
Salvia azurea,Cisseps fulvicollis,1,1
Salvia azurea,Danaus plexippus,10,10
Salvia azurea,Diabrotica undecimpunctata,1,1
Salvia azurea,Dione vanillae,1,1
Salvia azurea,Epargyreus clarus,5,5
Salvia azurea,Eristalis arbustorum,1,1
Salvia azurea,Euodynerus foraminatus,1,1
Salvia azurea,Lerema accius,1,1
Salvia azurea,Lon zabulon,1,1
Salvia azurea,Melissodes bimaculatus,2,2
Salvia azurea,Papilio glaucus,1,1
Salvia azurea,Parancistrocerus perennis,1,1
Salvia azurea,Pieris rapae,1,1
Salvia azurea,Spoladea recurvalis,1,1
Salvia azurea,Tetraloniella cressoniana,6,6
Salvia azurea,Urbanus proteus,1,1
Salvia azurea,Vanessa cardui,1,1
Salvia azurea,Xylocopa micans,1,1
Salvia azurea,Xylocopa virginica,37,37
Salvia ballotiflora,Bombus sonorus,1,1
Salvia ballotiflora,Danaus gilippus,1,1
Salvia ballotiflora,Danaus plexippus,2,2
Salvia ballotiflora,Eurema daira,1,1
Salvia ballotiflora,Lerodea eufala,1,1
Salvia ballotiflora,Mesoxaea texana,1,1
Salvia ballotiflora,Protoxaea gloriosa,1,1
Salvia ballotiflora,Urbanus procne,1,1
Salvia ballotiflora,Xylocopa tabaniformis,1,1
Salvia carduacea,Anthophora urbana,1,1
Salvia carduacea,Bombus crotchii,31,0
Salvia carduacea,Eupompha elegans,1,1
Salvia carduacea,Habropoda tristissima,1,1
Salvia carduacea,Lytta stygica,3,3
Salvia carduacea,Paracotalpa ursina,1,1
Salvia carduacea,Vanessa cardui,2,2
Salvia carduacea,Zacosmia maculata,1,1
Salvia clevelandii,Allograpta obliqua,2,2
Salvia clevelandii,Anthophora urbana,4,4
Salvia clevelandii,Apis mellifera,9,9
Salvia clevelandii,Battus philenor,2,2
Salvia clevelandii,Bombus californicus,10,10
Salvia clevelandii,Bombus crotchii,13,8
Salvia clevelandii,Bombus fervidus,21,0
Salvia clevelandii,Bombus melanopygus,6,4
Salvia clevelandii,Bombus sonorus,15,15
Salvia clevelandii,Bombus vosnesenskii,31,24
Salvia clevelandii,Calypte costae,2,2
Salvia clevelandii,Ceratina acantha,1,1
Salvia clevelandii,Danaus gilippus,1,1
Salvia clevelandii,Danaus plexippus,3,3
Salvia clevelandii,Euodynerus hidalgo,1,1
Salvia clevelandii,Fazia micrura,3,3
Salvia clevelandii,Habropoda tristissima,8,8
Salvia clevelandii,Halictus tripartitus,1,1
Salvia clevelandii,Hylephila phyleus,4,4
Salvia clevelandii,Lon melane,2,2
Salvia clevelandii,Strymon melinus,1,1
Salvia clevelandii,Toxomerus marginatus,1,1
Salvia clevelandii,Xylocopa californica,3,3
Salvia clevelandii,Xylocopa sonorina,2,2
Salvia clevelandii,Xylocopa tabaniformis,4,4
Salvia coccinea,Abaeis nicippe,7,7
Salvia coccinea,Allograpta obliqua,1,1
Salvia coccinea,Ancistrocerus bustamente,1,1
Salvia coccinea,Anthidiellum notatum,1,1
Salvia coccinea,Anthophora californica,1,1
Salvia coccinea,Apis mellifera,5,5
Salvia coccinea,Archilochus colubris,9,9
Salvia coccinea,Ascia monuste,1,1
Salvia coccinea,Battus philenor,2,2
Salvia coccinea,Battus polydamas,4,4
Salvia coccinea,Bombus fervidus,1,0
Salvia coccinea,Bombus impatiens,14,13
Salvia coccinea,Bombus pensylvanicus,12,12
Salvia coccinea,Brachygastra mellifica,1,1
Salvia coccinea,Calypte anna,1,1
Salvia coccinea,Calypte costae,1,1
Salvia coccinea,Danaus gilippus,2,2
Salvia coccinea,Danaus plexippus,5,5
Salvia coccinea,Diabrotica undecimpunctata,1,1
Salvia coccinea,Dione vanillae,28,28
Salvia coccinea,Erynnis horatius,1,1
Salvia coccinea,Euglossa dilemma,1,1
Salvia coccinea,Eumenes americanus,1,1
Salvia coccinea,Euodynerus crypticus,1,1
Salvia coccinea,Euodynerus pratensis,2,2
Salvia coccinea,Eupeodes fumipennis,1,1
Salvia coccinea,Heliconius charithonia,8,8
Salvia coccinea,Hemiargus ceraunus,1,1
Salvia coccinea,Hyles lineata,1,1
Salvia coccinea,Leptotes marina,1,1
Salvia coccinea,Lerema accius,3,3
Salvia coccinea,Melissodes bimaculatus,14,14
Salvia coccinea,Melissodes communis,4,4
Salvia coccinea,Ocyptamus fuscipennis,17,17
Salvia coccinea,Pachodynerus erynnis,1,1
Salvia coccinea,Pachodynerus nasidens,2,2
Salvia coccinea,Papilio cresphontes,1,1
Salvia coccinea,Papilio palamedes,2,2
Salvia coccinea,Papilio polyxenes,3,3
Salvia coccinea,Papilio rumiko,1,1
Salvia coccinea,Papilio troilus,2,2
Salvia coccinea,Phoebis agarithe,5,5
Salvia coccinea,Phoebis sennae,33,33
Salvia coccinea,Pyrausta inornatalis,2,2
Salvia coccinea,Pyrausta laticlavia,1,1
Salvia coccinea,Selasphorus calliope,2,2
Salvia coccinea,Selasphorus rufus,1,1
Salvia coccinea,Strymon melinus,2,2
Salvia coccinea,Urbanus proteus,2,2
Salvia coccinea,Xylocopa micans,1,1
Salvia coccinea,Xylocopa strandi,2,2
Salvia coccinea,Xylocopa virginica,8,8
Salvia coccinea,Zerene cesonia,1,1
Salvia coccinea,Zethus slossonae,2,2
Salvia columbariae,Anthocharis cethura,2,2
Salvia columbariae,Anthocharis sara,3,3
Salvia columbariae,Anthophora californica,3,3
Salvia columbariae,Apis mellifera,3,3
Salvia columbariae,Autographa californica,2,2
Salvia columbariae,Bombus melanopygus,2,2
Salvia columbariae,Bombus vosnesenskii,1,1
Salvia columbariae,Burnsius albezens,1,1
Salvia columbariae,Dymasia dymas,1,1
Salvia columbariae,Erynnis brizo,1,1
Salvia columbariae,Erynnis funeralis,2,2
Salvia columbariae,Heliopetes ericetorum,1,1
Salvia columbariae,Hemiargus ceraunus,1,1
Salvia columbariae,Hyles lineata,4,4
Salvia columbariae,Icaricia acmon,2,2
Salvia columbariae,Papilio polyxenes,2,2
Salvia columbariae,Pontia sisymbrii,1,1
Salvia columbariae,Pyrausta lethalis,3,3
Salvia columbariae,Vanessa cardui,3,3
Salvia columbariae,Zerene eurydice,2,2
Salvia dorrii,Abaeis nicippe,1,1
Salvia dorrii,Anthidium manicatum,1,1
Salvia dorrii,Anthophora crotchii,1,1
Salvia dorrii,Apis mellifera,2,2
Salvia dorrii,Atalopedes campestris,1,1
Salvia dorrii,Bombus bimaculatus,1,0
Salvia dorrii,Bombus centralis,24,0
Salvia dorrii,Bombus crotchii,6,0
Salvia dorrii,Bombus fervidus,13,2
Salvia dorrii,Bombus flavifrons,1,0
Salvia dorrii,Bombus griseocollis,5,4
Salvia dorrii,Bombus huntii,3,1
Salvia dorrii,Bombus impatiens,1,0
Salvia dorrii,Bombus melanopygus,23,2
Salvia dorrii,Bombus morrisoni,2,2
Salvia dorrii,Bombus nevadensis,1,0
Salvia dorrii,Bombus pensylvanicus,5,0
Salvia dorrii,Bombus perplexus,1,0
Salvia dorrii,Bombus vandykei,2,0
Salvia dorrii,Bombus vosnesenskii,5,0
Salvia dorrii,Papilio polyxenes,1,1
Salvia dorrii,Pieris rapae,1,1
Salvia dorrii,Pyrausta californicalis,1,1
Salvia dorrii,Vanessa cardui,1,1
Salvia engelmannii,Apis mellifera,1,1
Salvia engelmannii,Bombus pensylvanicus,1,1
Salvia farinacea,Abaeis nicippe,2,2
Salvia farinacea,Agapostemon splendens,12,12
Salvia farinacea,Agapostemon virescens,1,1
Salvia farinacea,Anagrapha falcifera,1,1
Salvia farinacea,Anartia jatrophae,1,1
Salvia farinacea,Ancyloxypha numitor,1,1
Salvia farinacea,Anthidiellum perplexum,1,1
Salvia farinacea,Anthidium manicatum,50,50
Salvia farinacea,Anthidium oblongatum,1,1
Salvia farinacea,Anthophora californica,1,1
Salvia farinacea,Apis mellifera,13,13
Salvia farinacea,Archilochus alexandri,1,1
Salvia farinacea,Archilochus colubris,16,16
Salvia farinacea,Asphaera lustrans,1,1
Salvia farinacea,Atalopedes campestris,4,4
Salvia farinacea,Atrytone delaware,1,1
Salvia farinacea,Autographa precationis,1,1
Salvia farinacea,Bombus,1,1
Salvia farinacea,Bombus affinis,2,2
Salvia farinacea,Bombus appositus,3,3
Salvia farinacea,Bombus bimaculatus,3,2
Salvia farinacea,Bombus borealis,1,1
Salvia farinacea,Bombus centralis,1,1
Salvia farinacea,Bombus fervidus,1,0
Salvia farinacea,Bombus fraternus,3,3
Salvia farinacea,Bombus griseocollis,12,10
Salvia farinacea,Bombus huntii,1,1
Salvia farinacea,Bombus impatiens,112,104
Salvia farinacea,Bombus nevadensis,4,4
Salvia farinacea,Bombus pensylvanicus,76,69
Salvia farinacea,Bombus rufocinctus,2,1
Salvia farinacea,Bombus sonorus,3,3
Salvia farinacea,Bombus terricola,1,1
Salvia farinacea,Bombus vosnesenskii,1,1
Salvia farinacea,Brachygastra mellifica,1,1
Salvia farinacea,Burnsius communis,1,1
Salvia farinacea,Calycopis cecrops,2,2
Salvia farinacea,Chauliognathus marginatus,3,3
Salvia farinacea,Chrysodeixis includens,1,1
Salvia farinacea,Clossiana toddi,1,1
Salvia farinacea,Colias eurytheme,6,6
Salvia farinacea,Cymaenes tripunctus,1,1
Salvia farinacea,Danaus plexippus,33,33
Salvia farinacea,Diabrotica undecimpunctata,1,1
Salvia farinacea,Dione vanillae,2,2
Salvia farinacea,Epargyreus clarus,37,37
Salvia farinacea,Erynnis baptisiae,1,1
Salvia farinacea,Erynnis funeralis,2,2
Salvia farinacea,Erynnis horatius,12,12
Salvia farinacea,Erynnis zarucco,2,2
Salvia farinacea,Euodynerus crypticus,1,1
Salvia farinacea,Euodynerus foraminatus,2,2
Salvia farinacea,Euodynerus pratensis,1,1
Salvia farinacea,Hedone vibex,6,6
Salvia farinacea,Helicoverpa zea,1,1
Salvia farinacea,Heliothis phloxiphaga,2,2
Salvia farinacea,Hemaris diffinis,6,6
Salvia farinacea,Hylephila phyleus,13,13
Salvia farinacea,Hymenia perspectalis,3,3
Salvia farinacea,Junonia coenia,3,3
Salvia farinacea,Lerema accius,4,4
Salvia farinacea,Libytheana carinenta,1,1
Salvia farinacea,Lon zabulon,21,21
Salvia farinacea,Megachile mendica,2,2
Salvia farinacea,Megachile policaris,1,1
Salvia farinacea,Melissodes bimaculatus,3,3
Salvia farinacea,Ochlodes sylvanoides,1,1
Salvia farinacea,Ocyptamus dimidiatus,2,2
Salvia farinacea,Ocyptamus fuscipennis,2,2
Salvia farinacea,Palpada vinetorum,1,1
Salvia farinacea,Panoquina ocola,8,8
Salvia farinacea,Papilio eurymedon,1,1
Salvia farinacea,Papilio polyxenes,2,2
Salvia farinacea,Papilio rutulus,1,1
Salvia farinacea,Parazumia tolteca,3,3
Salvia farinacea,Phoebis sennae,4,4
Salvia farinacea,Pholisora catullus,1,1
Salvia farinacea,Physocephala marginata,1,1
Salvia farinacea,Pieris rapae,14,14
Salvia farinacea,Poanes viator,6,6
Salvia farinacea,Polistes dominula,1,1
Salvia farinacea,Polistes metricus,1,1
Salvia farinacea,Polites sabuleti,2,2
Salvia farinacea,Polites themistocles,1,1
Salvia farinacea,Polygonia interrogationis,1,1
Salvia farinacea,Protographium marcellus,2,2
Salvia farinacea,Psyllobora renifer,2,2
Salvia farinacea,Pyrausta inornatalis,9,9
Salvia farinacea,Strymon melinus,16,16
Salvia farinacea,Toxomerus geminatus,2,2
Salvia farinacea,Urbanus proteus,3,3
Salvia farinacea,Vanessa atalanta,13,13
Salvia farinacea,Vanessa cardui,12,12
Salvia farinacea,Vanessa virginiensis,11,11
Salvia farinacea,Vernia verna,1,1
Salvia farinacea,Xylocopa griswoldi,1,1
Salvia farinacea,Xylocopa micans,1,1
Salvia farinacea,Xylocopa tabaniformis,4,4
Salvia farinacea,Xylocopa virginica,28,28
Salvia greggii,Abaeis nicippe,1,1
Salvia greggii,Apis mellifera,13,13
Salvia greggii,Archilochus colubris,1,1
Salvia greggii,Battus philenor,1,1
Salvia greggii,Bombus fervidus,6,6
Salvia greggii,Bombus impatiens,1,0
Salvia greggii,Bombus pensylvanicus,7,2
Salvia greggii,Bombus sonorus,2,2
Salvia greggii,Calpodes ethlius,1,1
Salvia greggii,Calypte anna,23,23
Salvia greggii,Calypte costae,13,13
Salvia greggii,Danaus gilippus,2,2
Salvia greggii,Dione vanillae,5,5
Salvia greggii,Eristalis tenax,2,2
Salvia greggii,Eupeodes fumipennis,2,2
Salvia greggii,Eupeodes volucris,2,2
Salvia greggii,Eurema mexicana,2,2
Salvia greggii,Hyles lineata,5,5
Salvia greggii,Leptotes marina,1,1
Salvia greggii,Mydas ventralis,1,1
Salvia greggii,Phoebis agarithe,2,2
Salvia greggii,Phoebis sennae,5,5
Salvia greggii,Pieris rapae,1,1
Salvia greggii,Polistes dominula,2,2
Salvia greggii,Pyrausta inornatalis,4,4
Salvia greggii,Sphaerophoria sulphuripes,6,6
Salvia greggii,Strymon melinus,1,1
Salvia greggii,Xylocopa micans,1,1
Salvia greggii,Xylocopa sonorina,2,2
Salvia greggii,Xylocopa tabaniformis,17,17
Salvia greggii,Xylophanes tersa,1,1
Salvia greggii,Zerene cesonia,3,3
Salvia greggii,Zerene eurydice,1,1
Salvia hispanica,Harmonia axyridis,1,1
Salvia leucophylla,Abaeis nicippe,1,1
Salvia leucophylla,Apis mellifera,10,10
Salvia leucophylla,Battus philenor,1,1
Salvia leucophylla,Bombus californicus,13,13
Salvia leucophylla,Bombus crotchii,18,7
